"__AddRemoveIndicator","Parent_canonicalName","Parent_distinguishedName","Parent_objectClass","ObjectTypeName","InheritedObjectTypeName","ActiveDirectoryRights","InheritanceType","ObjectType","InheritedObjectType","ObjectFlags","AccessControlType","IdentityReference","IsInherited","InheritanceFlags","PropagationFlags"
"-1","contoso.com/Computers","CN=Computers,DC=contoso,DC=com","container","Token-Groups","Group","ReadProperty","Descendents","b7c69e6d-2cc7-11d2-854e-00a0c983f608","bf967a9c-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Computers","CN=Computers,DC=contoso,DC=com","container","Token-Groups","User","ReadProperty","Descendents","b7c69e6d-2cc7-11d2-854e-00a0c983f608","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Computers","CN=Computers,DC=contoso,DC=com","container","ms-TPM-Tpm-Information-For-Computer","Computer","WriteProperty","Descendents","ea1b7b93-5e48-46d5-bc6c-4df4fda78a35","bf967a86-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\SELF","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Computers","CN=Computers,DC=contoso,DC=com","container","All","inetOrgPerson","GenericRead","Descendents","00000000-0000-0000-0000-000000000000","4828cc14-1437-45bc-9b07-ad6f015e5f28","InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Computers","CN=Computers,DC=contoso,DC=com","container","All","Group","GenericRead","Descendents","00000000-0000-0000-0000-000000000000","bf967a9c-0de6-11d0-a285-00aa003049e2","InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Computers","CN=Computers,DC=contoso,DC=com","container","All","User","GenericRead","Descendents","00000000-0000-0000-0000-000000000000","bf967aba-0de6-11d0-a285-00aa003049e2","InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Computers","CN=Computers,DC=contoso,DC=com","container","ms-DS-Allowed-To-Act-On-Behalf-Of-Other-Identity","All","ReadProperty, WriteProperty","All","3f78c3e5-f79a-46bd-a0b8-9d18116ddc79","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","NT AUTHORITY\SELF","True","ContainerInherit, ObjectInherit","None"
"-1","contoso.com/Computers","CN=Computers,DC=contoso,DC=com","container","Private-Information","All","ReadProperty, WriteProperty, ExtendedRight","All","91e647de-d96f-4b70-9557-d63ff4f3ccd8","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","NT AUTHORITY\SELF","True","ContainerInherit","None"
"-1","contoso.com/Computers","CN=Computers,DC=contoso,DC=com","container","All","All","GenericAll","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","CONTOSO\Enterprise Admins","True","ContainerInherit","None"
"-1","contoso.com/Computers","CN=Computers,DC=contoso,DC=com","container","All","All","ListChildren","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","None"
"-1","contoso.com/Computers","CN=Computers,DC=contoso,DC=com","container","All","All","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","BUILTIN\Administrators","True","ContainerInherit","None"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","All","All","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\Authenticated Users","False","None","None"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","All","All","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\SYSTEM","False","None","None"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","All","All","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","CONTOSO\Domain Admins","False","None","None"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","Group","All","CreateChild, DeleteChild","None","bf967a9c-0de6-11d0-a285-00aa003049e2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","BUILTIN\Account Operators","False","None","None"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","User","All","CreateChild, DeleteChild","None","bf967aba-0de6-11d0-a285-00aa003049e2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","BUILTIN\Account Operators","False","None","None"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","inetOrgPerson","All","CreateChild, DeleteChild","None","4828cc14-1437-45bc-9b07-ad6f015e5f28","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","BUILTIN\Account Operators","False","None","None"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","Print-Queue","All","CreateChild, DeleteChild","None","bf967aa8-0de6-11d0-a285-00aa003049e2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","BUILTIN\Print Operators","False","None","None"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","User-Account-Restrictions","inetOrgPerson","ReadProperty","Descendents","4c164200-20c0-11d0-a768-00aa006e0529","4828cc14-1437-45bc-9b07-ad6f015e5f28","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","User-Account-Restrictions","User","ReadProperty","Descendents","4c164200-20c0-11d0-a768-00aa006e0529","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","User-Logon","inetOrgPerson","ReadProperty","Descendents","5f202010-79a5-11d0-9020-00c04fc2d4cf","4828cc14-1437-45bc-9b07-ad6f015e5f28","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","User-Logon","User","ReadProperty","Descendents","5f202010-79a5-11d0-9020-00c04fc2d4cf","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","Membership","inetOrgPerson","ReadProperty","Descendents","bc0ac240-79a9-11d0-9020-00c04fc2d4cf","4828cc14-1437-45bc-9b07-ad6f015e5f28","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","Membership","User","ReadProperty","Descendents","bc0ac240-79a9-11d0-9020-00c04fc2d4cf","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","General-Information","User","ReadProperty","Descendents","59ba2f42-79a2-11d0-9020-00c04fc2d3cf","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","RAS-Information","inetOrgPerson","ReadProperty","Descendents","037088f8-0ae1-11d2-b422-00a0c968f939","4828cc14-1437-45bc-9b07-ad6f015e5f28","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","RAS-Information","User","ReadProperty","Descendents","037088f8-0ae1-11d2-b422-00a0c968f939","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","ms-DS-Key-Credential-Link","All","ReadProperty, WriteProperty","All","5b47d60f-6090-40b2-9f37-2a4de88f3063","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","CONTOSO\Key Admins","True","ContainerInherit","None"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","ms-DS-Key-Credential-Link","All","ReadProperty, WriteProperty","All","5b47d60f-6090-40b2-9f37-2a4de88f3063","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","CONTOSO\Enterprise Key Admins","True","ContainerInherit","None"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","DS-Validated-Write-Computer","Computer","Self","Descendents","9b026da6-0d3c-465c-8bee-5199d7165cba","bf967a86-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","CREATOR OWNER","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","DS-Validated-Write-Computer","Computer","Self","Descendents","9b026da6-0d3c-465c-8bee-5199d7165cba","bf967a86-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\SELF","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","Token-Groups","Computer","ReadProperty","Descendents","b7c69e6d-2cc7-11d2-854e-00a0c983f608","bf967a86-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","Token-Groups","Group","ReadProperty","Descendents","b7c69e6d-2cc7-11d2-854e-00a0c983f608","bf967a9c-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","Token-Groups","User","ReadProperty","Descendents","b7c69e6d-2cc7-11d2-854e-00a0c983f608","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","ms-TPM-Tpm-Information-For-Computer","Computer","WriteProperty","Descendents","ea1b7b93-5e48-46d5-bc6c-4df4fda78a35","bf967a86-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\SELF","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","All","inetOrgPerson","GenericRead","Descendents","00000000-0000-0000-0000-000000000000","4828cc14-1437-45bc-9b07-ad6f015e5f28","InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","All","Group","GenericRead","Descendents","00000000-0000-0000-0000-000000000000","bf967a9c-0de6-11d0-a285-00aa003049e2","InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","All","User","GenericRead","Descendents","00000000-0000-0000-0000-000000000000","bf967aba-0de6-11d0-a285-00aa003049e2","InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","ms-DS-Allowed-To-Act-On-Behalf-Of-Other-Identity","All","ReadProperty, WriteProperty","All","3f78c3e5-f79a-46bd-a0b8-9d18116ddc79","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","NT AUTHORITY\SELF","True","ContainerInherit, ObjectInherit","None"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","Private-Information","All","ReadProperty, WriteProperty, ExtendedRight","All","91e647de-d96f-4b70-9557-d63ff4f3ccd8","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","NT AUTHORITY\SELF","True","ContainerInherit","None"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","All","All","GenericAll","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","CONTOSO\Enterprise Admins","True","ContainerInherit","None"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","All","All","ListChildren","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","None"
"-1","contoso.com/Users","CN=Users,DC=contoso,DC=com","container","All","All","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","BUILTIN\Administrators","True","ContainerInherit","None"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","All","All","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","False","None","None"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","All","All","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\Authenticated Users","False","None","None"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","All","All","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\SYSTEM","False","None","None"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","All","All","CreateChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","CONTOSO\Domain Admins","False","None","None"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","User-Account-Restrictions","inetOrgPerson","ReadProperty","Descendents","4c164200-20c0-11d0-a768-00aa006e0529","4828cc14-1437-45bc-9b07-ad6f015e5f28","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","User-Account-Restrictions","User","ReadProperty","Descendents","4c164200-20c0-11d0-a768-00aa006e0529","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","User-Logon","inetOrgPerson","ReadProperty","Descendents","5f202010-79a5-11d0-9020-00c04fc2d4cf","4828cc14-1437-45bc-9b07-ad6f015e5f28","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","User-Logon","User","ReadProperty","Descendents","5f202010-79a5-11d0-9020-00c04fc2d4cf","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","Membership","inetOrgPerson","ReadProperty","Descendents","bc0ac240-79a9-11d0-9020-00c04fc2d4cf","4828cc14-1437-45bc-9b07-ad6f015e5f28","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","Membership","User","ReadProperty","Descendents","bc0ac240-79a9-11d0-9020-00c04fc2d4cf","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","General-Information","User","ReadProperty","Descendents","59ba2f42-79a2-11d0-9020-00c04fc2d3cf","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","RAS-Information","inetOrgPerson","ReadProperty","Descendents","037088f8-0ae1-11d2-b422-00a0c968f939","4828cc14-1437-45bc-9b07-ad6f015e5f28","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","RAS-Information","User","ReadProperty","Descendents","037088f8-0ae1-11d2-b422-00a0c968f939","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","ms-DS-Key-Credential-Link","All","ReadProperty, WriteProperty","All","5b47d60f-6090-40b2-9f37-2a4de88f3063","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","CONTOSO\Key Admins","True","ContainerInherit","None"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","ms-DS-Key-Credential-Link","All","ReadProperty, WriteProperty","All","5b47d60f-6090-40b2-9f37-2a4de88f3063","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","CONTOSO\Enterprise Key Admins","True","ContainerInherit","None"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","DS-Validated-Write-Computer","Computer","Self","Descendents","9b026da6-0d3c-465c-8bee-5199d7165cba","bf967a86-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","CREATOR OWNER","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","DS-Validated-Write-Computer","Computer","Self","Descendents","9b026da6-0d3c-465c-8bee-5199d7165cba","bf967a86-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\SELF","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","Token-Groups","Computer","ReadProperty","Descendents","b7c69e6d-2cc7-11d2-854e-00a0c983f608","bf967a86-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","Token-Groups","Group","ReadProperty","Descendents","b7c69e6d-2cc7-11d2-854e-00a0c983f608","bf967a9c-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","Token-Groups","User","ReadProperty","Descendents","b7c69e6d-2cc7-11d2-854e-00a0c983f608","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","ms-TPM-Tpm-Information-For-Computer","Computer","WriteProperty","Descendents","ea1b7b93-5e48-46d5-bc6c-4df4fda78a35","bf967a86-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\SELF","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","All","inetOrgPerson","GenericRead","Descendents","00000000-0000-0000-0000-000000000000","4828cc14-1437-45bc-9b07-ad6f015e5f28","InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","All","Group","GenericRead","Descendents","00000000-0000-0000-0000-000000000000","bf967a9c-0de6-11d0-a285-00aa003049e2","InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","All","User","GenericRead","Descendents","00000000-0000-0000-0000-000000000000","bf967aba-0de6-11d0-a285-00aa003049e2","InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","ms-DS-Allowed-To-Act-On-Behalf-Of-Other-Identity","All","ReadProperty, WriteProperty","All","3f78c3e5-f79a-46bd-a0b8-9d18116ddc79","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","NT AUTHORITY\SELF","True","ContainerInherit, ObjectInherit","None"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","Private-Information","All","ReadProperty, WriteProperty, ExtendedRight","All","91e647de-d96f-4b70-9557-d63ff4f3ccd8","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","NT AUTHORITY\SELF","True","ContainerInherit","None"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","All","All","GenericAll","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","CONTOSO\Enterprise Admins","True","ContainerInherit","None"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","All","All","ListChildren","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","None"
"-1","contoso.com/Domain Controllers","OU=Domain Controllers,DC=contoso,DC=com","organizationalUnit","All","All","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","BUILTIN\Administrators","True","ContainerInherit","None"
